Region,Governorate,Income_Category,Date,GDP_Per_Capita_USD,Organic_Waste_Percentage,Plastic_Percentage,Paper_Cardboard_Percentage,Glass_Percentage,Metal_Percentage,Other_Waste_Percentage,Recycling_Rate_Percentage,Population,Total_MSW_Generated_Tons_Month,Agricultural_Waste_Tons_Year,Construction_Demolition_Waste_Tons_Year,E_Waste_Tons_Year,Hazardous_Waste_Tons_Year,Medical_Waste_Tons_Year,Total_Annual_MSW_Tons_Year,Waste_Collection_Coverage_Population_Percentage,Waste_Collection_Coverage_Waste_Percentage,Compost_Treatment_Percentage,Incineration_Percentage,Data_Source
Suez Canal Region,Sharqia,Lower Middle Income,2025-01,3350,52.1,15.1,10,9.7,1.6,11.5,19.1,7932053,118981,2423442,330485,6968,32767,8561,1447600,37.6,32,10.1,2.5,Ministry of Environment - Central Administration for East Delta Region
Suez Canal Region,Sharqia,Lower Middle Income,2025-02,3350,57,14.8,10.9,0.5,4.4,12.5,18.6,7943158,119147,2423442,330485,6968,32767,8561,1449626,36.2,30.6,12.6,2.2,Ministry of Environment - Central Administration for East Delta Region
Suez Canal Region,Sharqia,Lower Middle Income,2025-03,3350,59.4,13,6,0.5,0.5,20.7,19.7,7954279,140791,2423442,330485,6968,32767,8561,1451656,42.3,36.5,11.8,2.7,Ministry of Environment - Central Administration for East Delta Region
Suez Canal Region,Sharqia,Lower Middle Income,2025-04,3350,60.7,13.1,7.4,0.5,0.5,17.7,19,7965415,119481,2470709,339693,7009,34730,9396,1453688,35,29.5,12.2,2.1,Ministry of Environment - Central Administration for East Delta Region
Suez Canal Region,Sharqia,Lower Middle Income,2025-05,3350,52,13.5,9.2,7.9,1.5,15.9,18.2,7976566,119648,2470709,339693,7009,34730,9396,1455723,36.6,31,12.5,2,Ministry of Environment - Central Administration for East Delta Region
Suez Canal Region,Sharqia,Lower Middle Income,2025-06,3350,62.5,10.9,6.9,0.6,6.6,12.6,19.4,7987733,119816,2470709,339693,7009,34730,9396,1457761,43.7,37.8,11.1,1.4,Ministry of Environment - Central Administration for East Delta Region
Suez Canal Region,Sharqia,Lower Middle Income,2025-07,3350,50.3,15.5,11,7.5,4.8,10.8,19.4,7998916,119984,2578355,353871,7493,33803,9411,1459802,49,42.8,10.8,1.3,Ministry of Environment - Central Administration for East Delta Region
Suez Canal Region,Sharqia,Lower Middle Income,2025-08,3350,56.8,13.6,6.5,0.5,0.5,22.2,19.8,8010115,120152,2578355,353871,7493,33803,9411,1461846,47.5,41.4,11.4,2.7,Ministry of Environment - Central Administration for East Delta Region
Suez Canal Region,Sharqia,Lower Middle Income,2025-09,3350,48.3,15.9,7.1,6.8,6,15.8,19.8,8021329,120320,2578355,353871,7493,33803,9411,1463893,38.7,33,12.2,1.7,Ministry of Environment - Central Administration for East Delta Region
Suez Canal Region,Sharqia,Lower Middle Income,2025-10,3350,50.3,16.3,10.1,9.4,0.4,13.5,19.5,8032559,120488,2612605,354753,7497,34940,9326,1465942,49,42.8,13.1,1.4,Ministry of Environment - Central Administration for East Delta Region
Suez Canal Region,Sharqia,Lower Middle Income,2025-11,3350,66.7,10.7,14.4,0.6,0.6,7.1,19.2,8043804,120657,2612605,354753,7497,34940,9326,1467994,46.3,40.2,11.7,2.2,Ministry of Environment - Central Administration for East Delta Region
Suez Canal Region,Sharqia,Lower Middle Income,2025-12,3350,53.3,10.4,15.9,6.3,4.1,10,19.8,8055066,120826,2612605,354753,7497,34940,9326,1470050,41,35.2,13.3,2.4,Ministry of Environment - Central Administration for East Delta Region
South Upper Egypt Region,Sohag,Lower Middle Income,2021-01,3690,59.1,17.2,11,0.6,0.6,11.6,11.8,5229853,78448,1676058,232195,4670,22709,5978,954448,36.1,30.5,11.8,1.9,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2021-02,3690,56.1,19.5,9.6,4.1,1.5,9.2,12.3,5237175,78558,1676058,232195,4670,22709,5978,955784,44.2,38.3,12.8,1.8,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2021-03,3690,58.2,19.3,6.2,3.6,1,11.7,13,5244507,78668,1676058,232195,4670,22709,5978,957123,39.3,33.6,12.5,1.4,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2021-04,3690,59.2,7,10.3,6.2,1.9,15.4,12.6,5251850,92958,1642371,228204,4816,23112,6170,958463,49.4,43.2,12.1,1.4,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2021-05,3690,65,20.6,4.5,3,3,3.9,12,5259202,78888,1642371,228204,4816,23112,6170,959804,38.4,32.7,11.1,2.7,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2021-06,3690,54.7,10.3,14.6,1.5,0.5,18.4,12.9,5266565,78998,1642371,228204,4816,23112,6170,961148,42.8,36.9,11,1.4,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2021-07,3690,61.9,5.8,10.8,0.6,0.6,20.3,13.3,5273938,79109,1640716,233873,4665,22325,5864,962494,40.8,29.8,10.5,1.8,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2021-08,3690,51.6,14,12.5,7.8,0.4,13.6,12.7,5281322,79220,1640716,233873,4665,22325,5864,963841,44.6,38.6,10.5,1.9,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2021-09,3690,57.5,10.8,13.1,0.5,0.5,17.6,13,5288716,79331,1640716,233873,4665,22325,5864,965191,47.8,41.7,13.8,2.2,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2021-10,3690,55.2,12.9,6.1,6.6,5.5,13.6,13.2,5296120,79442,1710160,226245,4697,22967,5855,966542,46.8,40.7,12.6,2.4,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2021-11,3690,51.3,11.4,13.5,9.4,1.6,12.8,13,5303534,79553,1710160,226245,4697,22967,5855,967895,47.1,41,13.6,2.2,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2021-12,3690,51.8,13.3,7,0.5,7.4,20,13.8,5310959,79664,1710160,226245,4697,22967,5855,969250,45.4,33.5,13.4,2.5,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2022-01,4295,55.8,9.2,9.7,3.4,7.2,14.8,13.6,5318395,79776,1602809,216538,4757,22474,5948,970607,40.8,35,12.6,2.3,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2022-02,4295,54.1,8,13.6,6.6,7.4,10.3,13.9,5325840,79888,1602809,216538,4757,22474,5948,971966,36.2,30.7,12.6,2,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2022-03,4295,61.2,5.8,12.5,0.5,0.5,19.5,13.5,5333297,79999,1602809,216538,4757,22474,5948,973327,43.4,37.4,12.2,2,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2022-04,4295,58.3,9.6,6.9,4,4.4,16.8,13.8,5340763,94531,1657468,227022,4573,21617,6090,974689,47,40.9,10.3,1.5,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2022-05,4295,60.7,7.6,11.9,2.2,0.6,17.1,14.4,5348240,80224,1657468,227022,4573,21617,6090,976054,37.5,31.9,13.6,1.4,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2022-06,4295,59.4,15.2,7,6.4,0.5,11.4,14.2,5355728,80336,1657468,227022,4573,21617,6090,977420,46.6,40.5,10.3,2.5,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2022-07,4295,41.2,15,9.9,6.2,6.5,21.2,15.1,5363226,80448,1714582,238645,5023,23161,6181,978789,35.1,25.2,11.5,1.3,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2022-08,4295,46.8,15.8,11.8,6.8,8.4,10.4,14.3,5370734,80561,1714582,238645,5023,23161,6181,980159,36.9,31.3,12.6,2.6,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2022-09,4295,51.8,13.7,9,5,8.9,11.5,14.8,5378253,80674,1714582,238645,5023,23161,6181,981531,43.1,37.2,10.5,2.3,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2022-10,4295,57.6,14.2,9.6,0.5,0.5,17.5,15.2,5385783,80787,1608118,221998,4693,22188,6148,982905,48.1,41.9,11.5,1.9,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2022-11,4295,66.9,9,6,4.4,0.5,13.2,14.3,5393323,80900,1608118,221998,4693,22188,6148,984281,49.2,43,13.7,1.7,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2022-12,4295,47.1,17.9,6.7,10.1,7.2,11.1,14.4,5400874,81013,1608118,221998,4693,22188,6148,985660,49.5,43.2,10.7,1.3,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2023-01,3700,53.7,12.7,9.9,5.5,0.5,17.7,14.6,5408435,81127,1739430,238287,5078,23912,6337,987039,37.6,32,10.6,2.5,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2023-02,3700,60.9,12.4,7.7,3.4,0.5,15.1,15.8,5416007,81240,1739430,238287,5078,23912,6337,988421,39.9,34.1,13.6,1.6,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2023-03,3700,52.6,11.8,14.2,2.8,6,12.6,15.3,5423589,95998,1739430,238287,5078,23912,6337,989805,44.9,38.9,10.3,2.5,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2023-04,3700,60.7,13.6,10.8,5.6,0.6,8.7,16.6,5431182,81468,1669875,234533,4906,21992,5877,991191,35.8,30.3,12.7,2,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2023-05,3700,50.5,14.3,11.2,4.1,5.4,14.6,15.5,5438786,81582,1669875,234533,4906,21992,5877,992578,42.4,36.5,11.7,1.4,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2023-06,3700,63.6,10.2,6.3,2.6,3.3,14,16,5446400,81696,1669875,234533,4906,21992,5877,993968,37.1,31.5,13.2,2.7,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2023-07,3700,51.3,21.2,9.4,4.9,8.5,4.8,16.6,5454025,81810,1642585,231602,4886,23110,6186,995360,43.4,37.5,13.2,2.2,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2023-08,3700,52.3,11.2,8.4,3.2,8.6,16.3,16.9,5461661,81925,1642585,231602,4886,23110,6186,996753,46.3,40.2,11.5,1.8,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2023-09,3700,63.8,14.2,4.6,0.5,0.5,16.4,17.1,5469307,82040,1642585,231602,4886,23110,6186,998149,38.5,32.8,12.1,2.5,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2023-10,3700,52.4,11.5,7.9,11.2,0.5,16.5,16.9,5476964,82154,1780876,236698,5036,23931,6070,999546,45.3,39.3,11.7,2.4,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2023-11,3700,49.7,11.5,13,8.8,1.7,15.3,16.9,5484632,82269,1780876,236698,5036,23931,6070,1000945,40.3,34.5,12.2,2.4,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2023-12,3700,59.9,13.8,11.1,1.2,1.9,12.2,16.9,5492310,82385,1780876,236698,5036,23931,6070,1002347,49,42.8,10.5,2.7,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2024-01,3200,65.6,13.9,5.4,1.4,0.6,13.1,17.1,5500000,82500,1778967,228624,4711,24206,6127,1003750,49,42.8,13.6,1.5,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2024-02,3200,53.3,11.8,16.8,6.2,4.7,7.2,16.7,5507700,82616,1778967,228624,4711,24206,6127,1005155,48.8,42.7,11.9,2.7,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2024-03,3200,68.3,12.4,7.7,0.9,0.6,10.2,16.8,5515410,97623,1778967,228624,4711,24206,6127,1006562,49.5,43.3,10.8,2.4,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2024-04,3200,56.2,11.8,7.6,3.8,7.4,13.3,17.2,5523132,82847,1742258,226607,5019,23230,6496,1007972,40.5,34.8,12.5,1.4,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2024-05,3200,52.2,8.7,6.8,4.9,9.6,17.7,17.2,5530864,82963,1742258,226607,5019,23230,6496,1009383,48.2,42.1,11.4,1.4,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2024-06,3200,55.4,12.8,14.9,6.9,0.5,9.4,17.3,5538607,83079,1742258,226607,5019,23230,6496,1010796,44.3,38.3,11.1,1.3,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2024-07,3200,66.9,6.8,7.5,1.5,2.3,15,17.9,5546362,83195,1709237,232767,5075,22840,6061,1012211,41.4,35.6,10.8,1.7,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2024-08,3200,54.1,16.2,8.8,2.5,0.5,17.9,18.1,5554126,83312,1709237,232767,5075,22840,6061,1013628,48,41.9,11.5,2,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2024-09,3200,59.4,9.5,12.2,1.1,1.1,16.6,17.9,5561902,83429,1709237,232767,5075,22840,6061,1015047,40.1,34.3,10.2,2.1,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2024-10,3200,52.6,21.3,9.3,6.2,0.5,10.1,18.6,5569689,83545,1728368,246989,5097,23372,6072,1016468,48.4,42.3,11.3,1.6,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2024-11,3200,52.5,9.2,11.9,8.3,4.6,13.5,17.6,5577486,83662,1728368,246989,5097,23372,6072,1017891,45.2,39.2,11.7,1.9,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2024-12,3200,46.2,14.9,15.8,3.9,5.8,13.4,18.2,5585295,83779,1728368,246989,5097,23372,6072,1019316,35.4,29.9,13,2.7,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2025-01,3350,59.2,8.3,8,5.7,7.9,11,18.1,5593114,83897,1664087,230584,4845,24408,6048,1020743,40.9,35.1,10.7,2,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2025-02,3350,54,12.4,16,0.6,0.6,16.4,17.8,5600945,84014,1664087,230584,4845,24408,6048,1022172,46.6,40.5,10.1,1.3,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2025-03,3350,60.5,15.2,5,2.6,7.6,9,18.7,5608786,99276,1664087,230584,4845,24408,6048,1023603,39.2,33.5,12.5,2.4,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2025-04,3350,62.4,8.8,13.5,2.6,0.5,12.2,18.8,5616638,84250,1756073,226921,5152,24912,6520,1025036,44.6,38.6,13.6,1.5,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2025-05,3350,55.7,12.4,13.7,9.2,0.5,8.6,19.5,5624502,84368,1756073,226921,5152,24912,6520,1026472,37.8,32.2,12.1,2.6,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2025-06,3350,52.9,10,15.2,6.4,0.9,14.5,19.4,5632376,84486,1756073,226921,5152,24912,6520,1027909,43.4,37.5,10.1,2,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2025-07,3350,53.3,17.8,9.5,0.4,3.6,15.3,18.8,5640261,84604,1833356,236789,5234,24999,6536,1029348,45,39,11.7,1.6,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2025-08,3350,58,16.2,11.8,0.5,0.5,13,20,5648158,84722,1833356,236789,5234,24999,6536,1030789,43.1,37.2,10.2,2.7,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2025-09,3350,54.6,9.3,10.7,4.7,8.3,12.4,20,5656065,84841,1833356,236789,5234,24999,6536,1032232,43.3,37.4,11.1,2.1,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2025-10,3350,48.7,15.5,18.6,6.8,0.5,9.8,19.8,5663983,84960,1745334,244304,4888,23662,6405,1033677,37.9,32.3,12.4,2.7,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2025-11,3350,53.1,21.4,8.7,1.5,2.4,12.9,19.6,5671913,85079,1745334,244304,4888,23662,6405,1035124,40.7,35,10.4,2,Sohag Governorate - Environment and Waste Management
South Upper Egypt Region,Sohag,Lower Middle Income,2025-12,3350,52.6,7.5,12.4,3.9,6.6,17.1,19.5,5679854,85198,1745334,244304,4888,23662,6405,1036573,35.3,29.8,10.8,1.4,Sohag Governorate - Environment and Waste Management
Suez Canal Region,South Sinai,Middle/High Urban,2021-01,3690,54.8,11.5,10.1,3.6,0.5,19.5,12.4,104597,1569,31986,4594,27,129,36,19089,41.1,35.3,10.4,1.6,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2021-02,3690,66.7,9.9,2.1,0.6,7.4,13.4,12.9,104743,1571,31986,4594,27,129,36,19116,45.8,39.8,13.4,2.7,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2021-03,3690,53.8,15,8,6.3,3.4,13.6,12.9,104890,1573,31986,4594,27,129,36,19142,38.7,33.1,13.4,1.5,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2021-04,3690,50.6,8.9,11,1.1,7.1,21.3,12.2,105037,1860,32297,4323,27,128,36,19169,48.9,42.7,12.4,2.6,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2021-05,3690,49.7,16,10.8,1.7,3.1,18.6,12.1,105184,1578,32297,4323,27,128,36,19196,46.6,40.5,10.1,2.4,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2021-06,3690,58.3,9.5,5.8,3.4,0.5,22.5,12.8,105331,1975,32297,4323,27,128,36,19223,45.5,39.4,13.8,1.9,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2021-07,3690,60.6,17.9,9.4,0.5,0.5,11,12.1,105478,1978,34432,4351,29,137,36,19250,43.9,38,12,2.7,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2021-08,3690,58.2,15.3,12.7,0.5,2.9,10.3,13,105626,1980,34432,4351,29,137,36,19277,38.1,32.4,12,2.6,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2021-09,3690,50,12.9,4.6,6.8,10.7,15,13,105774,1587,34432,4351,29,137,36,19304,41.2,35.4,11.9,1.7,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2021-10,3690,60.9,13,10.1,0.9,4.5,10.5,13,105922,1589,33753,4282,29,133,36,19331,35.3,29.8,13.8,1.3,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2021-11,3690,53.8,15.3,11.2,2,0.6,17.1,12.7,106070,1591,33753,4282,29,133,36,19358,35.6,30,12,2.7,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2021-12,3690,53.3,12.7,17.6,6.8,0.5,9.1,13.7,106219,1593,33753,4282,29,133,36,19385,36.7,31.1,12.7,1.3,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2022-01,4295,61.1,8.2,2.1,6.7,4.5,17.3,13.4,106367,1596,31499,4557,29,134,35,19412,38.6,32.9,10.1,1.3,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2022-02,4295,54.6,12.2,7,5.9,8.8,11.5,13.2,106516,1598,31499,4557,29,134,35,19439,42.1,36.2,12,2.2,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2022-03,4295,59,9.5,7.4,5.5,0.6,18,12.8,106665,1600,31499,4557,29,134,35,19466,46,39.9,12.1,1.4,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2022-04,4295,65.1,5.9,6.1,4.2,2.4,16.2,14,106815,1890,31964,4508,28,140,36,19494,45.3,39.3,12.9,2,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2022-05,4295,55.3,18.1,8.8,0.5,0.5,16.9,14.8,106964,1604,31964,4508,28,140,36,19521,42.9,37.1,13.4,2.7,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2022-06,4295,59.2,16.4,12.9,0.5,0.5,10.4,15,107114,2009,31964,4508,28,140,36,19548,49.9,43.7,11.3,2.5,South Sinai Governorate - Environmental Sustainability Report
Suez Canal Region,South Sinai,Middle/High Urban,2022-07,4295,51.9,11.1,13.8,8.6,1.8,12.8,14.2,107264,2011,34899,4469,29,137,36,19576,48.1,42,11.4,2.7,South Sinai Governorate - Environmental Sustainability Report
